1.0557496547698975;69120;
0.04390740394592285;138240;
0.07280230522155762;207360;
0.09372162818908691;276480;
0.10870647430419922;345600;
0.13164615631103516;414720;
0.14760351181030273;483840;
0.17452621459960938;552960;
0.20046281814575195;622080;
0.22340083122253418;691200;
0.28324270248413086;760320;
0.27426600456237793;829440;
0.2872300148010254;898560;
0.3021879196166992;967680;
0.3979334831237793;1036800;
0.39893198013305664;1105920;
0.4228665828704834;1175040;
0.46575379371643066;1244160;
0.5784516334533691;1313280;
0.45179057121276855;1382400;
0.4428138732910156;1451520;
0.5305802822113037;1520640;
0.5056431293487549;1589760;
0.5505263805389404;1658880;
0.5694766044616699;1728000;
0.601393461227417;1797120;
0.5964028835296631;1866240;
0.6153535842895508;1935360;
0.6542503833770752;2004480;
0.6592357158660889;2073600;
0.6562435626983643;2142720;
0.7140862941741943;2211840;
0.7041139602661133;2280960;
0.7330386638641357;2350080;
0.7918808460235596;2419200;
0.8168144226074219;2488320;
0.8706691265106201;2557440;
0.883634090423584;2626560;
0.8726630210876465;2695680;
0.9205360412597656;2764800;
0.9584395885467529;2833920;
0.9873566627502441;2903040;
0.9664144515991211;2972160;
0.9933407306671143;3041280;
1.0152828693389893;3110400;
1.018275260925293;3179520;
1.05318021774292;3248640;
1.0511879920959473;3317760;
1.0850944519042969;3386880;
1.0821032524108887;3456000;
1.1190102100372314;3525120;
1.123990535736084;3594240;
1.1499214172363281;3663360;
1.2017838954925537;3732480;
1.2586302757263184;3801600;
1.2516508102416992;3870720;
1.2616233825683594;3939840;
1.3364222049713135;4008960;
1.300518274307251;4078080;
0;0;
0.03291153907775879;69120;
0.054852962493896484;138240;
0.10372042655944824;207360;
0.11967968940734863;276480;
0.1216738224029541;345600;
0.19448089599609375;414720;
0.21642041206359863;483840;
0.26129961013793945;552960;
0.26628708839416504;622080;
0.28822970390319824;691200;
0.27825474739074707;760320;
0.29720425605773926;829440;
0.3091721534729004;898560;
0.304185152053833;967680;
0.3500635623931885;1036800;
0.35205554962158203;1105920;
0.3999302387237549;1175040;
0.4168732166290283;1244160;
0.4288516044616699;1313280;
0.4507937431335449;1382400;
0.49866557121276855;1451520;
0.5216033458709717;1520640;
0.5206069946289062;1589760;
0.5405542850494385;1658880;
0.5764551162719727;1728000;
0.6043877601623535;1797120;
0.6263234615325928;1866240;
